"GUID","Index","Name","Description","Category","Productivity","Risk","SoftwareFlags","Reference","PluginName"
"IFENG",1133,"Ifeng.com","Traffic generated from reading articles and viewing media on ifeng.com.","Web Services",3,1,0,"","sites"
"IFILE",705,"ifile.it","General browsing and file transfers from online backup service ifile.it","File Transfer",3,5,0,"","sites"
"IGMP",18,"IGMP","IGMP (Internet Group Management Protocol) is a communications protocol used by hosts and adjacent routers on IP networks to establish multicast group memberships.","Networking",3,1,0,"","ip"
"IGN",862,"IGN","Traffic generated by browsing and watching videos on the IGN website.","Web Services",1,2,0,"","sites"
"IKEA",706,"IKEA","General browsing and merchandise purchasing from online store Ikea.com","Web Services",3,1,0,"","sites"
"IMAP",136,"IMAP","IMAP (Internet Message Access Protocol) is an Internet standard protocol for accessing email on a remote server.","Mail",3,5,0,"","imap,portmap"
"IMDB",1012,"IMDb","General browsing and interaction on the IMDb website.","Web Services",2,1,0,"","sites"
"IMESH",591,"iMesh","A media and file sharing client with online social network features.","File Transfer",1,5,0,"","imesh"
"IMGAMES",355,"IMGames","Protocol for service type IMGames registered with IANA on Port 1077 tcp/udp","Games",3,1,0,"","portmap"
"IMGSHACK",693,"ImageShack","General browsing and file transfers from image hosting website ImageShack","File Transfer",3,2,0,"","sites"
"IMGUR",583,"Imgur","Photo sharing web site","Web Services",2,2,0,"","sites"
"IMGVENUE",670,"Image Venue","Free Image Hosting for bloggers, message board users, and eBay sellers.","Web Services",3,1,0,"","sites"
"IMO",707,"imo.im","Text and voice IM through instant messenger service imo.im","Messaging",1,4,0,"","sites"
"IMPRVDIG",817,"Improve Digital","Traffic generated by browsing a website that uses Improve Digital to display ads.","Web Services",1,1,0,"","sites"
"IMSP",293,"IMSP","Port 406/tcp and 406/udp","Networking",3,1,0,"","portmap"
"INBSNESS",200,"InBusiness","TCP Port 244 was used to connect to the administrative functions on the Dayna Communications InBusiness line of small office network equipment.","Networking",3,1,0,"","portmap"
"INCOM",751,"In.com","General browsing and interaction on Indian web portal In.com","Web Services",1,2,0,"","sites"
"INFONLNE",828,"Infonline","Traffic generated by browsing websites that use IVWbox to generate ads and collect information about users visiting that website.","Web Services",1,1,0,"","sites"
"INFOSEEK",298,"InfoSeek","This was a very popular search engine originally operated by the Infoseek Corporation. Infoseek was bought by The Walt Disney Company in 1998, and the technology was merged with that of the Disney-acquired Starwave to form the Go.com network. Since then it has been replaced with Yahoo! search and is no longer in use.","Web Services",3,1,0,"","portmap"
"INFOSTOR",515,"Infostore","Microsoft Exchange Information Store","Mail",5,1,0,"","exchange"
"INGRSNET",131,"INGRES-NET","IngresNET service","Database",4,1,0,"","portmap"
"INMINT",1330,"Intuit Mint","Traffic consists of general browsing data generated by the Intuit Mint Personal Financial Management Service website.","Web Services",5,1,0,"","sites"
"INNOVATI",815,"Innovation Interactive","Traffic generated by browsing websites that use Innovation Interactive to generate ads or collect information about users.","Web Services",1,1,0,"","sites"
"INQCBASE",1328,"Intuit QuickBase","Traffic consists of general browsing data generated by Intuit's QuickBase Online Database website.","Web Services",5,1,0,"","sites"
"INQCBOOK",1327,"Intuit QuickBooks","Traffic consists of general browsing data generated by Intuit's QuickBooks Online Accounting website.","Web Services",5,1,0,"","sites"
"INQUEST",1371,"InQuest Technologies","Traffic generated by browsing on inquesttechnologies.com.","Web Services",4,2,0,"","sites"
"INQUICKN",1331,"Intuit Quicken","Traffic consists of general browsing data generated by Intuit's Quicken Personal Finance Software website.","Web Services",5,1,0,"","sites"
"INSKIN",917,"Inskin Media","Traffic generated by browsing websites that use Inskin Media to generate ad traffic and gather user metrics.","Web Services",3,1,0,"","sites"
"INSPCTLT",1377,"Inspectlet","Traffic generated by browsing on Inspectlet Site Metrics websites.","Web Services",5,1,0,"","sites"
"INSTAGRM",1001,"Instagram","Using Instagram to view and share pictures and videos on social media platforms.","Social Networking",1,1,0,"","instagram"
"INSTAIMG",1003,"Instagram Images","Viewing images with the Instagram application.","Web Services",2,1,0,"","instagram"
"INSTAVID",1002,"Instagram Video","Streaming videos with the Instagram application.","Streaming Media",2,2,0,"","instagram"
"INTEGLAD",922,"Integral Ad Science","Traffic generated by browsing a website that uses Integral Ad Science to generate ad traffic and gather user metrics.","Web Services",3,1,0,"","sites"
"INTERCLK",882,"InterClick","Traffic generated by browsing websites that use InterClick to generate ad traffic.","Web Services",3,1,0,"","sites"
"INTRBTAX",1329,"Intuit TurboTax","Traffic consists of general browsing data generated by Intuit's TurboTax Online Income Tax website.","Web Services",5,1,0,"","sites"
"INTRLNKS",1317,"IntraLinks","The traffic consists of data from browsing, login and logout of IntraLinks websites and its other software-as-a-Service (SaaS) solutions.","Web Services",5,1,0,"","sites"
"INTUIT",1326,"Intuit Financial","Traffic consists of general browsing data generated by Intuit Financial's website.","Web Services",5,1,0,"","sites"
"IP",2,"IP","IP (Internet Protocol) is the principal communications protocol used for relaying datagrams (packets) across an internetwork using the Internet Protocol Suite.","Networking",3,1,0,"","ip"
"IPCOMP",30,"IPComp","IPComp (IP Payload Compression Protocol) is a low level compression protocol for IP datagrams defined in RFC 3173.","VPN and Tunneling",3,1,0,"","ip"
"IPCP",1250,"IPCP","Traffic generated when IPCP is configuring, enabling, and disabling the IP protocol modules on both ends of a point-to-point link.","Networking",3,1,0,"","pptp"
"IPERCEPT",821,"IPerceptions","Traffic generated by browsing a website which uses IPerceptions to collect user information.","Web Services",1,1,0,"","sites"
"IPERF",1256,"Iperf","Traffic generated by using Iperf between two computers by turning on TCP and UDP connection","Network Monitoring",5,1,0,"","iperf"
"IPFIX",1306,"Ipfix","Internet Protocol Flow Information Export","Networking",4,1,0,"","netflow"
"IPIP",19,"IPIP","An IP tunneling protocol that encapsulates one IP packet in another IP packet.","VPN and Tunneling",3,1,0,"","ip"
"IPLAYER",1150,"BBC iPlayer","In-stream video and audio traffic from a television application developed by BBC","Streaming Media",1,3,0,"","sites"
"IPSEC",385,"IPsec","IPsec (Internet Protocol Security) is an end-to-end security scheme commonly used for VPNs.","VPN and Tunneling",4,2,0,"","ipsec,portmap"
"IPV6",3,"IPv6","Internet Protocol (IP) Version 6","Networking",3,1,0,"","ip,ipv6,nonip"
"IPV6CP",1251,"IPV6CP","Traffic generated when IPV6CP is configuring, enabling, and disabling the IPv6 protocol modules on both ends of a point-to-point link.","Networking",3,1,0,"","pptp"
"IPX",8,"IPX","The IPX/SPX protocol stack is supported by Novell's NetWare network operating system.","Networking",3,1,0,"","nonip,portmap"
"IRC",179,"IRC","IRC (Internet Relay Chat) is a popular form of real-time Internet text messaging.","Messaging",3,2,0,"","irc,portmap"
"IRCFILE",1387,"IRC file transfer","Traffic generated by transfering files using IRC.","Messaging",3,2,0,"","irc"
"IS99",271,"IS-99","Port 379/380/tcp and 379/380/udp","Networking",3,1,0,"","portmap"
"ISAKMP",328,"ISAKMP","A protocol defined by RFC 2408 for establishing Security Associations (SA) and cryptographic keys in an Internet environment. ISAKMP only provides a framework for authentication and key exchange and is designed to be key exchange independent","Networking",3,1,0,"","ipsec,portmap"
"ISCHAT",387,"ISCHAT","(Now known as ATG Live Help) ATG Live Help is an integrated set of live voice, chat, and email response services that enable online businesses to deliver just-in-time, personalized, interactive assistance to each visitor.","Messaging",5,1,0,"","portmap"
"ISIGL",67,"ISI Graphics","ISI Graphics Language","Networking",4,1,0,"","portmap"
"ISOIP",139,"ISOIP","ISO Internetworking Protocol","Networking",3,3,0,"","portmap"
"ISOTSAP",100,"ISO-TSAP","ISO-TSAP","Networking",3,1,0,"","portmap"
"ISTOCKPT",1122,"iStockPhoto","Traffic generated by browsing or purchasing images on istockphoto.com.","Web Services",4,1,0,"","sites"
"IT168",752,"IT168.com","General browsing of the Chinese social media site IT168.com","Web Services",2,2,0,"","sites"
"ITSFOGO",1227,"Itsfogo","Traffic generated by browsing websites that use Itsfogo to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"ITUNES",452,"iTunes","Apple's media player and online store.","Streaming Media",1,2,0,"","apple"
"ITV",1297,"ITV.com","Traffic generated by visiting or streaming content from ITV.com","Streaming Media",1,2,0,"","itv"
"IVPIP",419,"mck-ivpip","MCK, now Citel's VoIP extender ipvip protocol.","Streaming Media",5,1,0,"","portmap"
"IXCHRIOT",1431,"IxChariot","Traffic between IxChariot controllers and endpoints used to measure the performance and reliability of networks and applications.","Network Monitoring",5,2,0,"","ixchariot"
"JANGO",863,"Jango","Traffic generated by browsing and streaming music from the Jango website.","Streaming Media",1,2,0,"","sites"
"JARGON",140,"JARGON","Jargon protocol.","Networking",3,1,0,"","portmap"
"JAVARMI",335,"Java RMI","A Java application programming interface that performs the object-oriented equivalent of remote procedure calls (RPC).","Networking",3,1,0,"","portmap"
"JAVAUPDT",1105,"Java Update","Updating the Java Runtime Environment","Web Services",3,4,0,"","sites"
"JIVE",1344,"Jive Cloud VoIP","Traffic consists of general browsing data generated by Jive website.","Web Services",5,1,0,"","sites"
"JNGLDISK",1437,"Jungle Disk","Data syncing traffic generated by Jungle Disk's online backup service.'","File Transfer",3,3,0,"","sites"
"JONDO",1172,"Jondo","Traffic generated by browsing the JonDo website and browsing the internet while being connected via JonDo proxy servers.","Proxy",3,3,0,"","jondo"
"KAIXIN",864,"Kaixin","Traffic generated by browsing the Kaixin social media website.","Social Networking",1,1,0,"","sites"
"KAKAO",1102,"Kakao","The Kakao Talk application being used to participate in chat, add friends, share media with friends, or make calls.","Messaging",2,3,0,"","kakao"
"KAKAOAUD",1103,"Kakao Audio","The Kakao Talk application being used to make calls.","Messaging",2,3,0,"","kakao"
"KASPRSKY",547,"Kaspersky","Kaspersky Antivirus/Security software download and updates.","File Transfer",4,1,0,"","avsecurity"
"KATORRNT",671,"KAT","A torrent download site","File Transfer",1,5,0,"","sites"
"KAZAA",383,"Kazaa","Started as a peer-to-peer file sharing application using the FastTrack protocol, now running as a music subscription service.","File Transfer",1,5,0,"","portmap"
"KBLOCK",223,"Kblock","K-Block protects unattended logged-in terminals from unauthorized access in OpenVMS environments.","Networking",3,1,0,"","portmap"
"KERBEROS",87,"Kerberos","Kerberos is a network authentication protocol designed to provide strong authentication for client/server applications by using secret-key cryptography.","Networking",4,1,0,"","kerberos,portmap"
"KFTP",346,"KFTP","File Transfer Protocol with Kerberos authentication and encryption.","File Transfer",3,3,0,"","portmap"
"KFTPDATA",345,"KFTPDATA","File Transfer Protocol with Kerberos authentication and encryption.","File Transfer",3,3,0,"","portmap"
"KIK",1409,"Kik Messenger","Instant messaging and media sharing on the free Kik Messenger mobile app.","Messaging",2,2,0,"","kik"
"KIS",171,"KIS","Protocol for service type KIS Protocol registered with IANA on Port 186 tcp/udp","Networking",3,1,0,"","portmap"
"KNETCMP",146,"KNETCMP","KNET/VM Command/Message Protocol","Networking",3,1,0,"","portmap"
"KOMLI",832,"Komli","Traffic generated by browsing a website that uses Komli to generate ads.","Web Services",1,1,0,"","sites"
"KOOLIM",735,"Kool IM","General browsing, interaction, and chatting on the web messaging site Kool IM.","Messaging",2,1,0,"","sites"
"KOOORA",1134,"Kooora.com","Traffic generated by reading articles and viewing media on kooora.com","Web Services",2,1,0,"","sites"
"KRUX",835,"Krux","Traffic generated by browsing a website that uses Krux to create user specific ads.","Web Services",1,1,0,"","sites"
